depto,area,factor,no_hogar,internet_residencial,telefono_celular,tiene_equipamiento,desc_equip
14,2,540,6772,2,1,NA,NA
14,2,540,6769,2,1,NA,NA
14,2,540,6771,1,1,NA,NA
14,2,540,6776,1,1,NA,NA
14,2,540,6770,2,1,NA,NA
14,2,540,6768,2,1,NA,NA
14,2,540,6775,2,1,NA,NA
14,2,540,6767,2,1,NA,NA
14,2,540,6774,2,1,NA,NA
14,2,540,6773,2,1,NA,NA
14,2,599,6811,2,2,NA,NA
14,2,599,6809,2,1,NA,NA
14,2,599,6808,2,1,NA,NA
14,2,599,6807,2,1,NA,NA
14,2,599,6812,2,1,NA,NA
14,2,599,6806,2,1,NA,NA
14,2,599,6813,2,1,NA,NA
14,2,599,6805,2,1,NA,NA
14,2,599,6810,2,1,NA,NA
14,2,599,6804,2,1,NA,NA
14,1,459,6833,2,1,NA,NA
14,1,459,6838,2,2,NA,NA
14,1,459,6834,2,1,NA,NA
14,1,459,6835,2,1,NA,NA
14,1,459,6837,2,1,NA,NA
14,1,459,6836,2,2,NA,NA
14,2,382,6862,2,1,NA,NA
14,2,382,6853,1,1,NA,NA
14,2,382,6859,2,1,NA,NA
14,2,382,6858,2,1,NA,NA
14,2,382,6856,1,1,NA,NA
14,2,382,6857,2,1,NA,NA
14,2,382,6861,2,1,NA,NA
14,2,382,6860,2,1,NA,NA
14,2,382,6855,2,1,NA,NA
14,2,382,6854,2,1,NA,NA
14,2,480,6898,2,1,NA,NA
14,2,480,6897,2,1,NA,NA
14,2,480,6895,2,1,NA,NA
14,2,480,6892,2,1,NA,NA
14,2,480,6894,2,1,NA,NA
14,2,480,6893,2,1,NA,NA
14,2,480,6896,2,1,NA,NA
14,1,724,6930,2,1,NA,NA
14,1,724,6933,2,1,NA,NA
14,1,724,6929,2,1,NA,NA
14,1,724,6931,2,1,NA,NA
14,1,724,6932,2,1,NA,NA
14,1,724,6928,1,1,NA,NA
14,1,724,6934,2,1,NA,NA
14,2,413,6967,2,2,NA,NA
14,2,413,6970,2,2,NA,NA
14,2,413,6966,2,2,NA,NA
14,2,413,6971,2,1,NA,NA
14,2,413,6969,2,1,NA,NA
14,2,413,6972,2,1,NA,NA
14,2,413,6965,2,2,NA,NA
14,2,413,6973,2,1,NA,NA
14,2,413,6968,2,1,NA,NA
14,2,413,6964,2,2,NA,NA
14,1,437,6986,2,1,NA,NA
14,1,437,6987,2,1,1,Computadora de escritorio
14,1,437,6985,2,1,1,Computadora laptop
14,1,437,6989,1,1,NA,NA
14,1,437,6990,2,1,NA,NA
14,1,437,6988,2,1,NA,NA
14,1,437,6982,2,1,NA,NA
14,1,437,6983,2,1,NA,NA
14,1,437,6984,2,2,NA,NA
14,1,454,7004,2,1,NA,NA
14,1,454,7009,2,1,NA,NA
14,1,454,7005,2,1,NA,NA
14,1,454,7011,2,1,NA,NA
14,1,454,7012,2,1,NA,NA
14,1,454,7007,2,1,NA,NA
14,1,454,7006,2,1,NA,NA
14,1,454,7008,1,1,NA,NA
14,1,454,7010,2,1,NA,NA
14,2,398,7046,2,1,1,Computadora laptop
14,2,398,7051,2,1,NA,NA
14,2,398,7048,2,1,NA,NA
14,2,398,7045,2,1,NA,NA
14,2,398,7049,2,1,NA,NA
14,2,398,7053,2,1,NA,NA
14,2,398,7050,2,1,NA,NA
14,2,398,7047,2,1,NA,NA
14,2,398,7044,2,1,NA,NA
14,2,398,7052,2,1,NA,NA
14,2,445,7086,2,1,NA,NA
14,2,445,7085,2,1,NA,NA
14,2,445,7079,2,1,1,Computadora laptop
14,2,445,7081,2,1,NA,NA
14,2,445,7082,2,1,NA,NA
14,2,445,7084,2,1,NA,NA
14,2,445,7087,2,1,NA,NA
14,2,445,7080,2,1,NA,NA
14,2,445,7083,2,1,NA,NA
14,2,415,7103,2,1,NA,NA
14,2,415,7104,2,1,NA,NA
14,2,415,7108,2,1,NA,NA
14,2,415,7106,2,1,NA,NA
14,2,415,7107,2,1,NA,NA
14,2,415,7109,2,1,NA,NA
14,2,415,7105,2,1,NA,NA
14,2,584,7153,2,1,NA,NA
14,2,584,7147,2,1,NA,NA
14,2,584,7149,2,2,NA,NA
14,2,584,7150,2,1,NA,NA
14,2,584,7152,2,2,NA,NA
14,2,584,7151,2,1,NA,NA
14,2,584,7148,2,1,NA,NA
14,2,584,7146,2,1,NA,NA
14,2,424,7173,1,1,1,Computadora de escritorio y Computadora laptop
14,2,424,7175,1,2,1,Computadora laptop
14,2,424,7171,2,2,NA,NA
14,2,424,7174,2,1,1,Computadora laptop
14,2,424,7170,2,2,NA,NA
14,2,424,7172,2,2,NA,NA
15,1,118,7186,2,1,1,Computadora laptop
15,1,118,7192,2,1,1,Computadora de escritorio
15,1,118,7190,2,1,1,Computadora de escritorio y Computadora laptop
15,1,118,7191,1,1,1,Computadora de escritorio y Computadora laptop
15,1,118,7189,2,1,1,Computadora laptop
15,1,118,7188,2,2,NA,NA
15,1,118,7187,2,1,1,Computadora de escritorio
15,1,222,7209,2,1,NA,NA
15,1,222,7212,2,1,NA,NA
15,1,222,7214,2,1,NA,NA
15,1,222,7208,2,1,NA,NA
15,1,222,7213,2,1,NA,NA
15,1,222,7210,2,1,NA,NA
15,1,222,7211,2,1,NA,NA
15,1,185,7242,2,1,NA,NA
15,1,185,7247,2,1,NA,NA
15,1,185,7244,2,1,NA,NA
15,1,185,7250,2,1,NA,NA
15,1,185,7249,2,1,NA,NA
15,1,185,7248,2,1,NA,NA
15,1,185,7243,2,1,NA,NA
15,1,185,7246,2,1,NA,NA
15,1,185,7245,2,1,NA,NA
15,1,138,7271,2,1,NA,NA
15,1,138,7275,2,1,NA,NA
15,1,138,7273,2,1,NA,NA
15,1,138,7268,2,2,NA,NA
15,1,138,7272,2,1,NA,NA
15,1,138,7270,2,1,NA,NA
15,1,138,7274,2,1,NA,NA
15,1,138,7269,2,1,NA,NA
15,1,138,7277,2,1,NA,NA
15,1,138,7276,2,1,NA,NA
15,2,113,7302,2,1,NA,NA
15,2,113,7304,2,1,NA,NA
15,2,113,7300,2,1,NA,NA
15,2,113,7297,2,1,NA,NA
15,2,113,7301,2,1,NA,NA
15,2,113,7306,2,1,NA,NA
15,2,113,7299,2,1,NA,NA
15,2,113,7305,2,1,NA,NA
15,2,113,7303,2,1,NA,NA
15,2,113,7298,2,1,NA,NA
15,2,149,7350,2,1,NA,NA
15,2,149,7355,2,1,NA,NA
15,2,149,7354,2,1,NA,NA
15,2,149,7351,2,1,NA,NA
15,2,149,7356,2,1,NA,NA
15,2,149,7349,2,1,NA,NA
15,2,149,7348,2,1,NA,NA
15,2,149,7347,2,1,NA,NA
15,2,149,7352,1,1,NA,NA
15,2,149,7353,2,1,1,Computadora laptop
15,1,129,7392,2,2,NA,NA
15,1,129,7400,2,1,1,Computadora laptop
15,1,129,7398,2,1,1,Computadora laptop
15,1,129,7396,1,1,NA,NA
15,1,129,7397,2,1,NA,NA
15,1,129,7399,2,1,NA,NA
15,1,129,7394,2,1,NA,NA
15,1,129,7393,2,1,NA,NA
15,1,129,7395,2,1,NA,NA
15,2,106,7407,2,2,NA,NA
15,2,106,7402,2,1,NA,NA
15,2,106,7403,2,1,NA,NA
15,2,106,7401,2,1,NA,NA
15,2,106,7406,2,1,NA,NA
15,2,106,7404,2,1,NA,NA
15,2,106,7405,2,1,NA,NA
15,2,94,7427,2,1,NA,NA
15,2,94,7422,2,1,NA,NA
15,2,94,7426,2,2,NA,NA
15,2,94,7425,2,1,NA,NA
15,2,94,7430,2,1,NA,NA
15,2,94,7429,2,1,1,Computadora laptop
15,2,94,7428,2,1,NA,NA
15,2,94,7424,2,1,NA,NA
15,2,94,7421,2,1,NA,NA
15,2,94,7423,2,1,NA,NA
15,2,204,7456,2,1,NA,NA
15,2,204,7459,2,1,NA,NA
15,2,204,7460,2,1,NA,NA
15,2,204,7458,2,1,1,Computadora de escritorio y Computadora laptop
15,2,204,7461,2,1,NA,NA
15,2,204,7457,2,1,NA,NA
15,2,241,7511,2,1,NA,NA
15,2,241,7505,2,1,NA,NA
15,2,241,7512,2,1,NA,NA
15,2,241,7510,2,1,NA,NA
15,2,241,7508,2,1,NA,NA
15,2,241,7506,2,1,NA,NA
15,2,241,7509,2,1,NA,NA
15,2,241,7507,2,1,NA,NA
15,2,152,7555,2,1,NA,NA
15,2,152,7552,2,1,NA,NA
15,2,152,7553,2,1,NA,NA
15,2,152,7551,2,1,NA,NA
15,2,152,7557,2,1,NA,NA
15,2,152,7556,2,1,NA,NA
15,2,152,7554,2,1,NA,NA
15,2,152,7558,2,1,NA,NA
15,2,152,7559,2,1,NA,NA
16,1,999,7630,2,2,1,Computadora de escritorio
16,1,999,7629,2,2,NA,NA
16,1,999,7626,1,2,1,Computadora laptop
16,1,999,7624,1,1,1,Computadora de escritorio y Computadora laptop
16,1,999,7628,2,1,1,Computadora laptop
16,1,999,7627,2,1,NA,NA
16,1,999,7625,1,1,NA,NA
16,1,187,7639,2,2,NA,NA
16,1,187,7647,2,1,NA,NA
16,1,187,7645,2,1,NA,NA
16,1,187,7644,2,1,NA,NA
16,1,187,7640,2,2,NA,NA
16,1,187,7642,2,2,NA,NA
16,1,187,7643,1,2,NA,NA
16,1,187,7646,2,1,NA,NA
16,1,187,7641,2,2,NA,NA
16,1,355,7666,2,1,NA,NA
16,1,355,7672,2,2,NA,NA
16,1,355,7669,2,2,NA,NA
16,1,355,7674,2,1,NA,NA
16,1,355,7673,2,1,NA,NA
16,1,355,7670,2,2,NA,NA
16,1,355,7668,2,2,NA,NA
16,1,355,7671,2,2,NA,NA
16,1,355,7665,2,1,NA,NA
16,1,355,7667,2,1,NA,NA
16,2,1503,7706,2,1,NA,NA
16,2,1503,7709,2,1,NA,NA
16,2,1503,7711,2,2,NA,NA
16,2,1503,7710,2,1,NA,NA
16,2,1503,7707,2,2,NA,NA
16,2,1503,7708,2,2,NA,NA
16,2,612,7751,2,1,NA,NA
16,2,612,7753,2,1,NA,NA
16,2,612,7750,2,1,NA,NA
16,2,612,7748,2,1,NA,NA
16,2,612,7752,2,2,NA,NA
16,2,612,7746,2,2,NA,NA
16,2,612,7749,2,2,NA,NA
16,2,612,7747,2,1,NA,NA
16,1,536,7784,2,1,NA,NA
16,1,536,7782,2,2,NA,NA
16,1,536,7788,2,1,NA,NA
16,1,536,7783,2,2,NA,NA
16,1,536,7787,2,2,NA,NA
16,1,536,7786,2,2,NA,NA
16,1,536,7781,2,2,NA,NA
16,1,536,7785,2,2,NA,NA
16,1,536,7789,2,1,NA,NA
16,2,601,7802,2,2,NA,NA
16,2,601,7801,2,1,NA,NA
16,2,601,7798,2,1,NA,NA
16,2,601,7803,2,1,NA,NA
16,2,601,7804,2,1,NA,NA
16,2,601,7799,2,1,NA,NA
16,2,601,7800,2,1,NA,NA
16,2,601,7805,2,1,NA,NA
16,2,428,7837,2,1,NA,NA
16,2,428,7834,2,1,NA,NA
16,2,428,7840,2,2,NA,NA
16,2,428,7841,2,1,NA,NA
16,2,428,7833,2,2,NA,NA
16,2,428,7839,2,2,NA,NA
16,2,428,7835,2,2,NA,NA
16,2,428,7838,2,1,NA,NA
16,2,428,7836,2,1,NA,NA
16,2,481,7879,2,1,NA,NA
16,2,481,7881,2,2,NA,NA
16,2,481,7882,2,2,NA,NA
16,2,481,7875,2,2,NA,NA
16,2,481,7876,2,1,NA,NA
16,2,481,7877,2,2,NA,NA
16,2,481,7880,2,2,NA,NA
16,2,481,7883,2,2,NA,NA
16,2,481,7878,2,2,NA,NA
16,2,481,7884,2,1,NA,NA
16,2,638,7910,2,2,NA,NA
16,2,638,7912,2,2,NA,NA
16,2,638,7913,2,1,NA,NA
16,2,638,7914,2,1,NA,NA
16,2,638,7911,2,1,NA,NA
16,2,638,7916,2,1,NA,NA
16,2,638,7915,2,1,NA,NA
16,2,311,7946,2,1,NA,NA
16,2,311,7952,2,2,NA,NA
16,2,311,7945,2,1,NA,NA
16,2,311,7944,2,2,NA,NA
16,2,311,7950,2,1,NA,NA
16,2,311,7947,2,1,NA,NA
16,2,311,7948,2,2,NA,NA
16,2,311,7943,2,1,NA,NA
16,2,311,7949,2,1,NA,NA
16,2,311,7951,2,1,NA,NA
16,2,494,7983,2,2,NA,NA
16,2,494,7982,2,2,NA,NA
16,2,494,7984,2,2,NA,NA
16,2,494,7988,2,1,NA,NA
16,2,494,7986,2,1,NA,NA
16,2,494,7989,2,1,NA,NA
16,2,494,7990,2,2,NA,NA
