depto,area,factor,no_hogar,internet_residencial,telefono_celular,tiene_equipamiento,desc_equip
3,1,63,1973,2,1,NA,NA
3,1,63,1972,2,1,NA,NA
3,1,63,1971,1,2,NA,NA
3,1,63,1970,2,2,NA,NA
3,1,171,2012,2,2,NA,NA
3,1,171,2010,2,1,1,Computadora laptop
3,1,171,2011,2,1,NA,NA
3,1,171,2009,2,1,NA,NA
3,1,171,2015,2,1,NA,NA
3,1,171,2016,2,1,1,Computadora laptop
3,1,171,2014,2,1,NA,NA
3,1,171,2013,2,1,NA,NA
3,1,142,2038,2,1,NA,NA
3,1,142,2037,2,1,1,Computadora laptop
3,1,142,2040,2,1,NA,NA
3,1,142,2039,2,1,NA,NA
3,1,142,2036,2,1,NA,NA
3,1,142,2034,2,2,NA,NA
3,1,142,2035,2,1,1,Computadora de escritorio
3,1,142,2033,2,2,NA,NA
3,1,181,2052,2,1,NA,NA
3,1,181,2050,2,2,1,Computadora de escritorio
3,1,181,2048,1,2,NA,NA
3,1,181,2049,2,1,1,Computadora de escritorio
3,1,181,2051,2,1,NA,NA
4,1,210,2096,1,1,1,Computadora laptop
4,1,210,2097,1,1,1,Computadora de escritorio y Computadora laptop
4,1,210,2095,2,1,NA,NA
4,1,210,2091,2,2,NA,NA
4,1,210,2092,2,2,1,Computadora de escritorio
4,1,210,2094,2,1,NA,NA
4,1,210,2093,2,2,NA,NA
4,1,345,2119,1,1,1,Computadora de escritorio y Computadora laptop
4,1,345,2124,2,1,NA,NA
4,1,345,2123,2,2,NA,NA
4,1,345,2120,2,1,1,Computadora de escritorio
4,1,345,2122,1,2,1,Computadora laptop
4,1,345,2121,1,2,1,Computadora de escritorio
4,1,345,2127,1,1,1,Computadora de escritorio
4,1,345,2126,2,2,1,Computadora laptop
4,1,345,2125,2,1,NA,NA
4,1,328,2150,1,1,NA,NA
4,1,328,2151,1,1,NA,NA
4,1,328,2148,1,1,NA,NA
4,1,328,2154,2,1,NA,NA
4,1,328,2153,2,1,NA,NA
4,1,328,2155,2,1,NA,NA
4,1,328,2152,2,1,NA,NA
4,1,328,2149,2,2,NA,NA
4,2,257,2176,2,1,NA,NA
4,2,257,2181,2,1,NA,NA
4,2,257,2179,2,2,NA,NA
4,2,257,2177,2,2,NA,NA
4,2,257,2178,1,2,NA,NA
4,2,257,2182,2,1,NA,NA
4,2,257,2180,2,1,NA,NA
4,2,257,2183,2,2,NA,NA
4,2,266,2224,2,1,NA,NA
4,2,266,2223,2,1,NA,NA
4,2,266,2222,2,1,NA,NA
4,2,266,2221,2,1,NA,NA
4,2,266,2225,2,2,NA,NA
4,2,266,2226,2,1,1,Computadora laptop
4,2,266,2227,2,1,1,Computadora de escritorio y Computadora laptop
4,2,420,2257,2,1,NA,NA
4,2,420,2259,2,1,NA,NA
4,2,420,2255,2,1,NA,NA
4,2,420,2260,2,1,NA,NA
4,2,420,2256,2,1,NA,NA
4,2,420,2254,2,1,NA,NA
4,2,420,2258,2,1,NA,NA
4,1,368,2277,2,1,1,Computadora laptop
4,1,368,2276,2,1,NA,NA
4,1,368,2278,2,1,NA,NA
4,1,368,2280,1,1,1,Computadora de escritorio
4,1,368,2274,2,1,NA,NA
4,1,368,2279,2,1,1,Computadora laptop
4,1,368,2275,2,1,NA,NA
4,2,321,2302,2,1,NA,NA
4,2,321,2298,2,1,NA,NA
4,2,321,2301,2,1,NA,NA
4,2,321,2296,2,1,NA,NA
4,2,321,2300,2,2,NA,NA
4,2,321,2297,2,1,NA,NA
4,2,321,2299,2,1,NA,NA
4,2,321,2295,2,1,NA,NA
4,2,337,2345,2,1,NA,NA
4,2,337,2350,2,1,NA,NA
4,2,337,2347,2,1,NA,NA
4,2,337,2351,2,1,1,Computadora laptop
4,2,337,2348,1,1,NA,NA
4,2,337,2349,1,1,1,Computadora laptop
4,2,337,2344,2,1,NA,NA
4,2,337,2352,2,1,NA,NA
4,2,337,2346,2,1,NA,NA
4,2,314,2380,2,1,NA,NA
4,2,314,2382,2,1,NA,NA
4,2,314,2379,2,1,NA,NA
4,2,314,2381,2,1,NA,NA
4,2,314,2383,2,1,NA,NA
4,2,314,2385,1,1,NA,NA
4,2,314,2378,2,1,NA,NA
4,2,314,2384,2,1,NA,NA
4,1,287,2389,2,2,NA,NA
4,1,287,2390,2,1,NA,NA
4,1,287,2391,1,1,NA,NA
4,1,287,2386,2,2,NA,NA
4,1,287,2387,2,1,NA,NA
4,1,287,2388,1,2,NA,NA
4,1,287,2392,1,1,1,Computadora de escritorio y Computadora laptop
4,1,207,2426,1,2,1,Computadora laptop
4,1,207,2428,2,2,NA,NA
4,1,207,2430,2,1,NA,NA
4,1,207,2427,2,2,NA,NA
4,1,207,2431,1,1,NA,NA
4,1,207,2432,1,1,NA,NA
4,1,207,2434,2,1,NA,NA
4,1,207,2429,2,1,NA,NA
4,1,207,2433,2,2,NA,NA
4,1,391,2465,2,1,NA,NA
4,1,391,2466,1,1,NA,NA
4,1,391,2470,2,1,NA,NA
4,1,391,2469,2,2,NA,NA
4,1,391,2468,1,1,1,Computadora laptop
4,1,391,2471,2,2,NA,NA
4,1,391,2467,2,1,NA,NA
4,1,185,2478,2,1,NA,NA
4,1,185,2479,2,1,NA,NA
4,1,185,2486,2,1,NA,NA
4,1,185,2485,2,1,NA,NA
4,1,185,2484,2,1,NA,NA
4,1,185,2480,2,1,NA,NA
4,1,185,2483,1,1,1,Computadora de escritorio
4,1,185,2481,2,1,NA,NA
4,1,185,2482,1,1,1,Computadora laptop
4,1,385,2519,2,2,NA,NA
4,1,385,2520,2,1,NA,NA
4,1,385,2518,2,2,1,Computadora laptop
4,1,385,2522,2,1,NA,NA
4,1,385,2523,2,2,NA,NA
4,1,385,2521,2,1,1,Computadora laptop
4,1,385,2524,2,2,NA,NA
4,2,363,2537,2,1,NA,NA
4,2,363,2538,2,1,NA,NA
4,2,363,2539,2,1,NA,NA
4,2,363,2540,2,1,NA,NA
4,2,363,2533,2,1,NA,NA
4,2,363,2535,2,1,NA,NA
4,2,363,2534,2,2,NA,NA
4,2,363,2536,2,1,NA,NA
4,1,252,2555,2,1,NA,NA
4,1,252,2558,2,1,NA,NA
4,1,252,2559,2,1,NA,NA
4,1,252,2557,2,1,NA,NA
4,1,252,2563,2,1,NA,NA
4,1,252,2561,2,1,NA,NA
4,1,252,2562,1,1,NA,NA
4,1,252,2560,2,1,1,Computadora laptop
4,1,252,2556,2,1,NA,NA
4,2,903,2576,2,1,NA,NA
4,2,903,2573,2,2,NA,NA
4,2,903,2575,2,1,NA,NA
4,2,903,2574,2,1,1,Computadora laptop
4,2,903,2577,2,2,NA,NA
4,2,903,2572,2,1,NA,NA
5,1,564,2605,1,1,NA,NA
5,1,564,2606,2,1,NA,NA
5,1,564,2610,2,1,NA,NA
5,1,564,2609,2,1,NA,NA
5,1,564,2607,2,1,NA,NA
5,1,564,2611,1,2,NA,NA
5,1,564,2608,2,1,NA,NA
5,1,310,2639,2,1,1,Computadora laptop
5,1,310,2642,2,1,NA,NA
5,1,310,2641,2,1,NA,NA
5,1,310,2640,2,1,NA,NA
5,1,310,2643,1,1,NA,NA
5,1,310,2645,1,1,1,Computadora laptop
5,1,310,2646,1,1,1,Computadora laptop
5,1,310,2644,2,1,NA,NA
5,1,454,2674,2,1,NA,NA
5,1,454,2672,2,1,NA,NA
5,1,454,2671,2,1,NA,NA
5,1,454,2670,2,1,NA,NA
5,1,454,2673,2,1,NA,NA
5,1,287,2705,2,1,NA,NA
5,1,287,2707,2,1,NA,NA
5,1,287,2706,2,1,NA,NA
5,1,287,2700,2,1,NA,NA
5,1,287,2704,2,1,NA,NA
5,1,287,2701,2,2,NA,NA
5,1,287,2702,2,1,NA,NA
5,1,287,2703,2,1,NA,NA
5,1,287,2708,2,1,NA,NA
5,1,203,2746,1,1,NA,NA
5,1,203,2742,1,2,NA,NA
5,1,203,2744,1,1,NA,NA
5,1,203,2739,2,2,NA,NA
5,1,203,2740,2,2,NA,NA
5,1,203,2745,2,1,NA,NA
5,1,203,2741,2,2,NA,NA
5,1,203,2747,2,1,NA,NA
5,1,203,2743,2,1,NA,NA
5,1,597,2775,1,1,NA,NA
5,1,597,2777,2,1,NA,NA
5,1,597,2776,2,1,NA,NA
5,1,597,2774,2,1,NA,NA
5,1,597,2773,2,1,NA,NA
5,2,462,2790,2,1,NA,NA
5,2,462,2789,2,1,NA,NA
5,2,462,2791,2,1,NA,NA
5,2,462,2787,2,1,NA,NA
5,2,462,2784,2,1,NA,NA
5,2,462,2785,2,1,NA,NA
5,2,462,2786,2,1,NA,NA
5,2,462,2788,2,1,NA,NA
5,2,483,2819,2,1,NA,NA
5,2,483,2823,2,1,NA,NA
5,2,483,2826,2,2,NA,NA
5,2,483,2822,2,2,NA,NA
5,2,483,2825,1,2,NA,NA
5,2,483,2821,2,1,NA,NA
5,2,483,2824,2,2,NA,NA
5,2,483,2820,1,2,1,Computadora de escritorio
5,1,207,2865,2,1,NA,NA
5,1,207,2861,2,1,NA,NA
5,1,207,2866,2,1,NA,NA
5,1,207,2860,2,1,NA,NA
5,1,207,2862,2,1,NA,NA
5,1,207,2864,2,1,NA,NA
5,1,207,2863,2,1,NA,NA
5,1,207,2867,2,1,1,Computadora laptop
5,1,207,2868,2,1,NA,NA
5,2,521,2909,2,1,NA,NA
5,2,521,2910,2,1,NA,NA
5,2,521,2912,2,1,1,Computadora laptop
5,2,521,2911,2,2,NA,NA
5,2,521,2907,2,2,NA,NA
5,2,521,2913,2,1,NA,NA
5,2,521,2908,2,2,NA,NA
5,2,521,2914,2,1,NA,NA
5,1,95,2935,1,1,NA,NA
5,1,95,2938,2,1,NA,NA
5,1,95,2931,1,1,1,Computadora laptop
5,1,95,2932,2,1,NA,NA
5,1,95,2937,2,1,NA,NA
5,1,95,2930,2,2,NA,NA
5,1,95,2939,1,2,NA,NA
5,1,95,2934,2,2,NA,NA
5,1,95,2933,2,1,NA,NA
5,1,95,2936,2,1,NA,NA
5,2,300,2958,2,1,NA,NA
5,2,300,2962,2,1,NA,NA
5,2,300,2957,2,1,NA,NA
5,2,300,2956,2,1,NA,NA
5,2,300,2955,2,1,NA,NA
5,2,300,2959,2,1,NA,NA
5,2,300,2961,2,2,NA,NA
5,2,300,2960,2,1,NA,NA
5,1,803,3001,2,1,NA,NA
5,1,803,3003,2,1,NA,NA
5,1,803,3004,2,1,NA,NA
5,1,803,3002,2,1,NA,NA
5,1,159,3027,2,1,NA,NA
5,1,159,3021,2,2,NA,NA
5,1,159,3028,1,1,NA,NA
5,1,159,3020,2,1,NA,NA
5,1,159,3023,2,1,NA,NA
5,1,159,3025,1,2,NA,NA
5,1,159,3024,1,1,1,Computadora laptop
5,1,159,3022,1,1,1,Computadora de escritorio
5,1,159,3026,2,1,NA,NA
5,1,273,3049,2,1,NA,NA
5,1,273,3042,2,1,NA,NA
5,1,273,3044,2,1,NA,NA
5,1,273,3043,2,1,NA,NA
5,1,273,3046,2,1,NA,NA
5,1,273,3047,1,1,NA,NA
5,1,273,3048,2,1,1,Computadora de escritorio y Computadora laptop
5,1,273,3045,2,1,NA,NA
5,2,428,3072,2,1,NA,NA
5,2,428,3073,2,1,NA,NA
5,2,428,3067,2,1,NA,NA
5,2,428,3071,2,1,NA,NA
5,2,428,3074,2,1,NA,NA
5,2,428,3075,2,1,NA,NA
5,2,428,3068,2,1,NA,NA
5,2,428,3070,2,1,NA,NA
5,2,428,3069,2,1,NA,NA
5,2,501,3104,2,1,NA,NA
5,2,501,3105,1,1,1,Computadora de escritorio y Computadora laptop
5,2,501,3103,2,1,NA,NA
5,2,501,3100,2,1,NA,NA
5,2,501,3102,2,1,NA,NA
5,2,501,3107,1,1,NA,NA
5,2,501,3106,2,1,NA,NA
5,2,501,3101,2,1,NA,NA
5,2,501,3099,2,1,NA,NA
5,1,452,3141,1,1,NA,NA
5,1,452,3140,2,1,NA,NA
5,1,452,3142,2,1,NA,NA
5,1,452,3144,1,1,NA,NA
5,1,452,3143,2,1,NA,NA
5,1,452,3139,2,1,NA,NA
5,2,494,3161,1,1,NA,NA
5,2,494,3164,1,2,1,Computadora laptop
5,2,494,3163,2,1,1,Computadora laptop
5,2,494,3159,2,1,NA,NA
5,2,494,3160,2,1,NA,NA
5,2,494,3162,2,1,1,Computadora laptop
5,2,494,3165,2,2,NA,NA
5,2,165,3209,2,2,NA,NA
5,2,165,3211,2,1,NA,NA
5,2,165,3218,2,1,NA,NA
5,2,165,3216,2,1,NA,NA
5,2,165,3217,2,2,NA,NA
5,2,165,3212,2,1,NA,NA
5,2,165,3215,2,2,NA,NA
5,2,165,3210,2,1,NA,NA
5,2,165,3214,2,1,NA,NA
5,2,165,3213,2,1,NA,NA
5,2,315,3248,2,1,NA,NA
5,2,315,3249,2,1,NA,NA
5,2,315,3244,1,1,NA,NA
5,2,315,3245,1,2,1,Computadora laptop
5,2,315,3250,2,1,NA,NA
5,2,315,3247,2,1,NA,NA
5,2,315,3252,1,1,NA,NA
5,2,315,3251,2,1,NA,NA
5,2,315,3246,1,1,NA,NA
6,1,265,3305,2,1,NA,NA
6,1,265,3300,1,2,NA,NA
6,1,265,3303,2,1,NA,NA
6,1,265,3299,2,1,NA,NA
6,1,265,3302,2,2,NA,NA
6,1,265,3296,2,1,NA,NA
6,1,265,3301,2,1,NA,NA
6,1,265,3304,2,1,NA,NA
6,1,265,3297,1,1,NA,NA
6,1,265,3298,2,1,NA,NA
6,1,254,3312,1,2,NA,NA
6,1,254,3315,2,2,NA,NA
6,1,254,3317,2,2,NA,NA
6,1,254,3313,1,1,1,Computadora de escritorio
6,1,254,3318,2,2,NA,NA
6,1,254,3314,2,1,NA,NA
6,1,254,3316,2,2,NA,NA
6,2,378,3354,2,1,NA,NA
6,2,378,3353,2,1,NA,NA
6,2,378,3358,2,1,NA,NA
6,2,378,3355,2,1,NA,NA
6,2,378,3357,2,1,NA,NA
6,2,378,3356,2,1,NA,NA
6,2,378,3359,2,1,NA,NA
6,1,245,3364,1,1,1,Computadora laptop
6,1,245,3367,1,1,1,Computadora de escritorio y Computadora laptop
6,1,245,3361,1,1,NA,NA
6,1,245,3362,1,1,1,Computadora de escritorio y Computadora laptop
6,1,245,3360,2,1,NA,NA
6,1,245,3363,2,2,NA,NA
6,1,245,3366,2,1,NA,NA
6,1,245,3365,1,2,1,Computadora de escritorio y Computadora laptop
6,2,251,3396,2,1,NA,NA
6,2,251,3397,1,1,NA,NA
6,2,251,3399,2,2,NA,NA
6,2,251,3402,1,2,NA,NA
6,2,251,3400,1,2,NA,NA
6,2,251,3401,2,2,NA,NA
6,2,251,3398,2,2,NA,NA
6,1,342,3440,2,1,NA,NA
6,1,342,3436,2,1,NA,NA
6,1,342,3441,1,1,NA,NA
6,1,342,3435,2,1,NA,NA
6,1,342,3438,2,1,NA,NA
6,1,342,3442,2,1,NA,NA
6,1,342,3443,2,2,NA,NA
6,1,342,3439,2,1,NA,NA
6,1,342,3437,2,1,NA,NA
6,2,228,3457,2,1,NA,NA
6,2,228,3453,2,1,NA,NA
6,2,228,3456,2,1,NA,NA
6,2,228,3454,2,1,NA,NA
6,2,228,3458,2,1,NA,NA
6,2,228,3460,2,2,NA,NA
6,2,228,3455,2,1,NA,NA
6,2,228,3452,2,1,NA,NA
6,2,228,3459,2,1,NA,NA
6,2,336,3503,2,1,NA,NA
6,2,336,3501,2,2,NA,NA
6,2,336,3500,2,1,NA,NA
6,2,336,3499,2,1,NA,NA
6,2,336,3498,2,1,NA,NA
6,2,336,3502,2,1,NA,NA
6,2,336,3504,2,1,NA,NA
6,2,215,3541,2,1,NA,NA
6,2,215,3540,2,1,NA,NA
6,2,215,3539,1,1,1,Computadora de escritorio
6,2,215,3537,2,1,NA,NA
6,2,215,3542,2,1,NA,NA
6,2,215,3536,2,1,NA,NA
6,2,215,3538,2,1,NA,NA
6,2,215,3535,2,1,NA,NA
6,2,261,3571,2,2,NA,NA
6,2,261,3565,2,1,NA,NA
6,2,261,3568,2,1,NA,NA
6,2,261,3570,2,1,NA,NA
6,2,261,3566,2,1,NA,NA
6,2,261,3572,2,1,NA,NA
6,2,261,3573,2,1,NA,NA
6,2,261,3569,2,1,NA,NA
6,2,261,3567,2,2,NA,NA
6,1,197,3589,1,1,NA,NA
6,1,197,3585,1,1,1,Computadora laptop
6,1,197,3590,1,1,NA,NA
6,1,197,3586,2,1,NA,NA
6,1,197,3587,2,1,NA,NA
6,1,197,3588,2,1,NA,NA
6,1,197,3584,2,1,NA,NA
6,2,322,3629,2,2,NA,NA
6,2,322,3628,2,2,1,Computadora laptop
6,2,322,3626,2,1,NA,NA
6,2,322,3627,2,1,NA,NA
6,2,322,3630,2,2,NA,NA
6,1,290,3657,2,2,NA,NA
6,1,290,3659,2,1,NA,NA
6,1,290,3656,2,2,NA,NA
6,1,290,3661,2,2,NA,NA
6,1,290,3660,2,2,NA,NA
6,1,290,3654,2,1,NA,NA
6,1,290,3658,2,1,NA,NA
6,1,290,3655,2,2,NA,NA
6,2,277,3675,1,1,NA,NA
6,2,277,3678,2,2,NA,NA
6,2,277,3670,1,1,NA,NA
6,2,277,3674,2,1,NA,NA
6,2,277,3677,2,1,NA,NA
6,2,277,3671,2,1,NA,NA
6,2,277,3669,1,1,NA,NA
6,2,277,3672,2,1,NA,NA
6,2,277,3676,2,1,NA,NA
6,2,277,3673,2,2,NA,NA
7,2,123,3757,1,1,NA,NA
7,2,123,3761,2,1,NA,NA
7,2,123,3763,1,1,1,Computadora laptop
7,2,123,3756,2,1,NA,NA
7,2,123,3759,2,1,NA,NA
7,2,123,3762,1,1,NA,NA
7,2,123,3764,2,1,NA,NA
7,2,123,3758,2,1,NA,NA
7,2,123,3760,2,1,1,Computadora laptop
7,1,308,3781,2,1,1,Computadora laptop
7,1,308,3784,2,1,NA,NA
7,1,308,3782,1,1,NA,NA
7,1,308,3783,1,1,1,Computadora de escritorio y Computadora laptop
7,1,308,3786,1,1,NA,NA
7,1,308,3787,1,1,NA,NA
7,1,308,3785,1,1,1,Computadora laptop
7,1,315,3838,2,1,NA,NA
7,1,315,3839,2,1,NA,NA
7,1,315,3834,2,1,NA,NA
7,1,315,3835,2,1,NA,NA
7,1,315,3840,2,1,NA,NA
7,1,315,3833,2,1,NA,NA
7,1,315,3837,2,1,NA,NA
7,1,315,3832,2,1,NA,NA
7,1,315,3836,2,1,NA,NA
7,1,309,3871,2,1,NA,NA
7,1,309,3869,2,1,NA,NA
7,1,309,3866,2,1,NA,NA
7,1,309,3873,2,1,NA,NA
7,1,309,3872,2,1,NA,NA
7,1,309,3870,2,2,NA,NA
7,1,309,3867,2,1,NA,NA
7,1,309,3874,2,1,NA,NA
7,1,309,3868,2,1,NA,NA
7,1,218,3887,2,1,NA,NA
7,1,218,3885,2,1,NA,NA
7,1,218,3891,2,2,1,Computadora laptop
7,1,218,3889,2,1,NA,NA
7,1,218,3886,2,1,NA,NA
7,1,218,3888,1,1,NA,NA
7,1,218,3890,2,1,NA,NA
7,2,270,3935,2,1,NA,NA
7,2,270,3939,1,1,NA,NA
7,2,270,3940,2,1,NA,NA
7,2,270,3938,2,1,NA,NA
7,2,270,3934,2,1,1,Computadora laptop
7,2,270,3937,2,1,NA,NA
7,2,270,3933,2,1,NA,NA
7,2,270,3936,2,1,NA,NA
7,1,168,3944,2,1,NA,NA
7,1,168,3945,2,1,NA,NA
7,1,168,3943,1,1,NA,NA
7,1,168,3947,1,1,NA,NA
7,1,168,3942,2,2,NA,NA
7,1,168,3941,2,1,NA,NA
7,1,168,3946,2,1,NA,NA
7,2,262,3992,1,1,NA,NA
7,2,262,3988,2,1,NA,NA
7,2,262,3991,2,1,NA,NA
7,2,262,3984,2,2,NA,NA
7,2,262,3989,2,1,NA,NA
7,2,262,3985,2,1,NA,NA
7,2,262,3987,2,1,NA,NA
7,2,262,3986,2,1,NA,NA
7,2,262,3990,2,1,NA,NA
7,1,198,4001,2,1,NA,NA
7,1,198,4003,1,1,NA,NA
7,1,198,3999,2,1,NA,NA
7,1,198,4006,2,1,NA,NA
7,1,198,4002,2,2,NA,NA
7,1,198,4000,1,1,NA,NA
7,1,198,4005,1,1,1,Computadora laptop
7,1,198,4004,2,1,NA,NA
7,1,227,4034,2,1,NA,NA
7,1,227,4039,1,1,NA,NA
7,1,227,4038,2,1,NA,NA
7,1,227,4036,2,1,NA,NA
7,1,227,4037,2,2,NA,NA
7,1,227,4035,2,1,NA,NA
7,1,227,4040,2,1,NA,NA
7,2,209,4072,2,1,NA,NA
7,2,209,4070,2,1,NA,NA
7,2,209,4077,2,1,1,Computadora laptop
7,2,209,4071,2,1,NA,NA
7,2,209,4075,2,1,1,Computadora laptop
7,2,209,4078,2,2,NA,NA
7,2,209,4076,2,1,NA,NA
7,2,209,4074,2,2,NA,NA
7,2,209,4073,2,1,NA,NA
8,1,302,4098,2,1,1,Computadora laptop
8,1,302,4102,2,2,NA,NA
8,1,302,4099,1,1,1,Computadora laptop
8,1,302,4097,2,1,NA,NA
8,1,302,4103,1,1,NA,NA
8,1,302,4101,2,1,NA,NA
8,1,302,4096,2,1,NA,NA
8,1,302,4100,1,1,1,Computadora laptop
8,1,264,4131,1,1,1,Computadora de escritorio y Computadora laptop
8,1,264,4135,2,1,NA,NA
8,1,264,4136,2,1,NA,NA
8,1,264,4130,2,2,NA,NA
8,1,264,4132,2,1,NA,NA
8,1,264,4137,1,1,NA,NA
8,1,264,4133,1,1,NA,NA
8,1,264,4134,2,1,NA,NA
8,1,173,4161,1,1,1,Computadora laptop
8,1,173,4163,1,1,NA,NA
8,1,173,4164,2,1,NA,NA
8,1,173,4160,2,1,NA,NA
8,1,173,4159,1,1,NA,NA
8,1,173,4165,2,1,NA,NA
8,1,173,4162,2,1,NA,NA
8,2,330,4172,2,1,NA,NA
8,2,330,4173,2,2,NA,NA
8,2,330,4171,2,1,NA,NA
8,2,216,4192,2,1,1,Computadora laptop
8,2,216,4184,2,1,NA,NA
8,2,216,4191,2,1,NA,NA
8,2,216,4189,2,1,NA,NA
8,2,216,4190,2,1,1,Computadora laptop
8,2,216,4185,2,1,NA,NA
8,2,216,4186,1,1,NA,NA
8,2,216,4187,2,1,NA,NA
8,2,216,4188,2,1,NA,NA
8,1,208,4218,2,1,NA,NA
8,1,208,4217,2,1,NA,NA
8,1,208,4216,2,1,NA,NA
8,1,208,4220,2,1,NA,NA
8,1,208,4219,2,1,NA,NA
8,1,208,4215,2,1,NA,NA
8,1,235,4250,2,1,NA,NA
8,1,235,4249,2,2,NA,NA
8,2,425,4261,1,1,NA,NA
8,2,425,4260,2,1,NA,NA
8,2,425,4264,2,1,NA,NA
8,2,425,4262,1,1,NA,NA
8,2,425,4263,1,1,1,Computadora laptop
8,2,425,4257,1,1,NA,NA
8,2,425,4258,1,1,NA,NA
8,2,425,4259,1,1,1,Computadora de escritorio y Computadora laptop
8,1,234,4275,2,2,NA,NA
8,1,234,4278,2,2,1,Computadora de escritorio
8,1,234,4276,2,2,NA,NA
8,1,234,4277,2,1,NA,NA
8,1,234,4272,2,2,NA,NA
8,1,234,4274,2,2,NA,NA
8,1,234,4273,2,2,NA,NA
8,1,118,4291,2,1,NA,NA
8,1,118,4292,2,1,NA,NA
8,2,365,4325,2,2,NA,NA
8,2,365,4323,2,2,NA,NA
8,2,365,4322,2,2,NA,NA
8,2,365,4320,2,2,NA,NA
8,2,365,4321,2,1,NA,NA
8,2,365,4324,2,2,NA,NA
8,2,365,4327,2,2,NA,NA
8,2,365,4326,2,2,NA,NA
8,2,447,4342,1,1,NA,NA
8,2,447,4341,2,1,NA,NA
8,2,183,4352,2,2,NA,NA
8,2,183,4349,2,1,1,Computadora laptop
8,2,183,4350,2,2,NA,NA
8,2,183,4354,2,2,NA,NA
8,2,183,4351,2,2,NA,NA
8,2,183,4353,2,2,NA,NA
8,1,232,4380,2,1,NA,NA
8,1,232,4382,2,1,NA,NA
8,1,232,4381,2,1,NA,NA
8,1,232,4386,1,1,1,Computadora de escritorio
8,1,232,4379,2,1,NA,NA
8,1,232,4384,2,1,1,Computadora de escritorio
8,1,232,4385,2,1,NA,NA
8,1,232,4383,2,1,NA,NA
8,2,313,4397,2,1,NA,NA
8,2,313,4398,2,1,NA,NA
8,1,146,4406,2,1,NA,NA
8,1,146,4407,1,1,1,Computadora de escritorio
8,1,146,4409,2,1,NA,NA
8,1,146,4408,2,1,NA,NA
8,1,146,4405,2,1,NA,NA
8,1,146,4411,2,1,NA,NA
8,1,146,4412,2,1,NA,NA
8,1,146,4410,2,1,NA,NA
8,2,383,4417,2,1,NA,NA
8,2,383,4416,2,1,NA,NA
8,2,383,4413,2,1,NA,NA
8,2,383,4414,2,1,NA,NA
8,2,383,4415,2,1,NA,NA
8,2,383,4418,2,1,NA,NA
9,1,361,4453,1,1,1,Computadora laptop
9,1,361,4449,2,1,NA,NA
9,1,361,4450,1,1,1,Computadora de escritorio
9,1,361,4454,1,1,NA,NA
9,1,361,4448,2,1,NA,NA
9,1,361,4452,2,1,1,Computadora de escritorio y Computadora laptop
9,1,361,4447,1,1,NA,NA
9,1,361,4451,1,1,1,Computadora laptop
9,1,295,4478,2,1,NA,NA
9,1,295,4480,1,1,1,Computadora laptop
9,1,295,4476,1,1,NA,NA
9,1,295,4479,1,2,NA,NA
9,1,295,4477,2,1,NA,NA
9,1,295,4475,1,1,1,Computadora laptop
9,1,475,4497,2,1,NA,NA
9,1,475,4496,2,1,NA,NA
9,1,475,4498,2,1,1,Computadora laptop
9,1,475,4500,2,1,NA,NA
9,1,475,4499,2,1,NA,NA
9,1,371,4524,2,1,NA,NA
9,1,371,4525,2,1,NA,NA
9,1,371,4526,1,1,1,Computadora de escritorio
9,1,371,4531,1,1,NA,NA
9,1,371,4523,2,1,1,Computadora laptop
9,1,371,4530,1,1,NA,NA
9,1,371,4528,1,1,NA,NA
9,1,371,4529,2,2,NA,NA
9,1,371,4527,2,1,NA,NA
9,1,564,4537,1,1,1,Computadora de escritorio
9,1,564,4541,2,1,1,Computadora laptop
9,1,564,4539,1,1,1,Computadora laptop
9,1,564,4540,1,2,1,Computadora laptop
9,1,564,4538,1,1,1,Computadora laptop
9,2,440,4577,2,1,NA,NA
9,2,440,4576,1,1,NA,NA
9,2,440,4579,2,1,NA,NA
9,2,440,4580,2,1,NA,NA
9,2,440,4578,2,2,NA,NA
9,2,440,4575,2,2,NA,NA
9,2,559,4591,2,1,NA,NA
9,2,559,4592,2,1,NA,NA
9,2,559,4590,2,1,NA,NA
9,2,559,4589,2,1,NA,NA
9,1,453,4649,1,1,1,Computadora laptop
9,1,317,4672,2,1,NA,NA
9,1,317,4671,2,1,NA,NA
9,1,317,4670,2,1,NA,NA
9,1,317,4669,2,1,NA,NA
9,1,317,4674,1,1,NA,NA
9,1,317,4673,2,1,NA,NA
9,1,317,4667,1,2,NA,NA
9,1,317,4668,1,2,NA,NA
9,1,409,4691,2,1,NA,NA
9,1,409,4692,2,1,NA,NA
9,1,409,4687,2,2,NA,NA
9,1,409,4693,2,1,NA,NA
9,1,409,4686,2,1,NA,NA
9,1,409,4688,2,1,NA,NA
9,1,409,4689,2,1,NA,NA
9,1,409,4690,2,1,NA,NA
9,2,407,4694,2,2,NA,NA
9,2,407,4697,2,1,NA,NA
9,2,407,4695,2,2,NA,NA
9,2,407,4699,2,2,NA,NA
9,2,407,4698,2,1,NA,NA
9,2,407,4696,2,2,NA,NA
9,1,345,4733,1,1,NA,NA
9,1,345,4736,1,2,NA,NA
9,1,345,4737,2,2,NA,NA
9,1,345,4732,2,1,NA,NA
9,1,345,4734,1,1,NA,NA
9,1,345,4735,2,2,NA,NA
9,2,471,4738,2,2,NA,NA
9,2,471,4739,2,1,NA,NA
9,2,471,4741,2,1,NA,NA
9,2,471,4740,2,1,NA,NA
